FULL_FIPS,id,name,address,zip_code,city,state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code
14000US06059032038,180,Mission Viejo,25410 Marguerite Parkway,92692,Mission Viejo,CA,33.591739,-117.659646,1,range_interpolation,25410,Marguerite Pkwy,Mission Viejo,CA,Orange County,92692,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,648256,032038,3003,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06099000807,181,Modesto,3250 Dale Road,95356,Modesto,CA,37.686987,-121.048783,1,rooftop,3250,Dale Rd,Modesto,CA,Stanislaus County,95356,US,Stanislaus County,2015,6,06099,648354,000807,1007,1,"Modesto, CA",33700,metropolitan,"Modesto-Merced, CA",382
14000US06037430901,182,Monrovia,604 W. Huntington Dr.,91016,Monrovia,CA,34.140151,-118.01186,1,range_interpolation,604,W Huntington Dr,Monrovia,CA,Los Angeles County,91016,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,648648,430901,2010,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06053012700,183,Monterey,"570 Munras Ave., Ste. 20",93940,Monterey,CA,36.596578,-121.894365,1,rooftop,570,Munras Ave,Monterey,CA,Monterey County,93940,US,Monterey County,2015,6,06053,648872,012700,2060,2,"Salinas, CA",41500,metropolitan,0,0
14000US06037300600,184,Montrose,2462 Honolulu Avenue,91020,Montrose,CA,34.20651,-118.23123,1,range_interpolation,2462,Honolulu Ave,Montrose,CA,Los Angeles County,91020,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,649040,300600,1012,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085512312,185,Morgan Hill,17035 Laurel Road,95037,Morgan Hill,CA,37.131531,-121.6384,1,rooftop,17035,Laurel Rd,Morgan Hill,CA,Santa Clara County,95037,US,Santa Clara County,2015,6,06085,649278,512312,1002,1,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06085509404,186,Mountain View,590 Showers Dr.,94040,Mountain View,CA,37.402103,-122.110738,1,rooftop,590,Showers Dr,Mountain View,CA,Santa Clara County,94040,US,City of Mountain View,2015,6,06085,649670,509404,4003,4,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06055200601,187,Napa,3654 Bel Aire Plaza,94558,Napa,CA,38.322668,-122.305849,1,rooftop,3654,Bel Aire Plz,Napa,CA,Napa County,94558,US,Napa County,2015,6,06055,650258,200601,3018,3,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06111005802,188,Newbury Park,125 N. Reino Road,0,Newbury Park,CA,34.182225,-118.95346,1,range_interpolation,125,N Reino Rd,Newbury Park,CA,Ventura County,91320,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06111,650986,005802,3004,3,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059062643,189,Newport Beach,8086 East Coast Highway,92657,Newport Beach,CA,33.597128,-117.835987,0.22,place,0,0,Newport Coast,CA,Orange County,92657,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,651186,062643,3000,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06041102203,190,Novato,7514 Redwood Blvd.,94945,Novato,CA,38.111544,-122.567805,1,rooftop,7514,Redwood Blvd,Novato,CA,Marin County,94945,US,Marin County,2015,6,06041,652582,102203,1007,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06001405000,191,Oakland (Lakeshore),3250 Lakeshore Ave.,94610,Oakland,CA,37.809904,-122.244489,1,rooftop,3250,Lakeshore Ave,Oakland,CA,Alameda County,94610,US,Alameda County,2015,6,06001,653000,405000,3011,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06001400200,192,Oakland (Rockridge),5727 College Ave.,94618,Oakland,CA,37.845537,-122.25253,1,rooftop,5727,College Ave,Oakland,CA,Alameda County,94618,US,Alameda County,2015,6,06001,653000,400200,2008,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06073018504,193,Oceanside,2570 Vista Way,92054,Oceanside,CA,33.183083,-117.332738,0.8,range_interpolation,2570,Vista Way,Oceanside,CA,San Diego County,92054,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06073,653322,018504,3016,3,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06059076208,194,Orange,2114 N. Tustin St.,92865,Orange,CA,33.823207,-117.836453,1,rooftop,2114,N Tustin St,Orange,CA,Orange County,92865,US,City of Orange,2015,6,06059,653980,076208,3000,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06053012000,195,Pacific Grove,1170 Forest Avenue,93950,Pacific Grove,CA,36.605548,-121.921812,1,rooftop,1170,Forest Ave,Pacific Grove,CA,Monterey County,93950,US,Monterey County,2015,6,06053,654848,012000,2003,2,"Salinas, CA",41500,metropolitan,0,0
14000US06065045116,196,Palm Desert,"44-250 Town Center Way, Suite C6",92260,Palm Desert,CA,33.723059,-116.39862,0.7,street_center,0,Town Center Way,Palm Desert,CA,Riverside County,92260,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06065,655184,045116,1001,1,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037910208,197,Palmdale,39507 10th Street West,93551,Palmdale,CA,34.600248,-118.147782,1,range_interpolation,39507,10th St W,Palmdale,CA,Los Angeles County,93551,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,655156,910208,1009,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085511609,198,Palo Alto,855 El Camino Real,94301,Palo Alto,CA,37.438359,-122.159175,1,rooftop,855,El Camino Real,Palo Alto,CA,Santa Clara County,94301,US,City of Palo Alto,2015,6,06085,655282,511609,1055,1,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037463601,199,Pasadena (S. Lake Ave.),345 South Lake Ave.,91101,Pasadena,CA,34.139916,-118.13314,1,rooftop,345,S Lake Ave,Pasadena,CA,Los Angeles County,91101,US,Los Angeles County,2015,6,06037,656000,463601,3012,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037464000,200,Pasadena (S. Arroyo Pkwy.),610 S. Arroyo Parkway,91105,Pasadena,CA,34.135176,-118.146918,1,rooftop,610,S Arroyo Pkwy,Pasadena,CA,Los Angeles County,91105,US,Los Angeles County,2015,6,06037,656000,464000,5002,5,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06097150603,201,Petaluma,169 North McDowell Blvd.,94954,Petaluma,CA,38.248842,-122.629385,1,rooftop,169,N McDowell Blvd,Petaluma,CA,Sonoma County,94954,US,Sonoma County,2015,6,06097,656784,150603,1015,1,"Santa Rosa, CA",42220,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06013360101,202,Pinole,2742 Pinole Valley Rd.,94564,Pinole,CA,37.99521,-122.285832,1,rooftop,2742,Pinole Valley Rd,Pinole,CA,Contra Costa County,94564,US,Contra Costa County,2015,6,06013,657288,360101,3007,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06001450744,203,Pleasanton,4040 Pimlico #150,94588,Pleasanton,CA,37.699665,-121.870259,1,rooftop,4040,Pimlico Dr,Pleasanton,CA,Alameda County,94588,US,Alameda County,2015,6,06001,657792,450744,1014,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06071002019,204,Rancho Cucamonga,6401 Haven Ave.,91737,Rancho Cucamonga,CA,34.137791,-117.574099,1,rooftop,6401,Haven Ave,Alta Loma,CA,San Bernardino County,91737,US,City of Rancho Cucamonga,2015,6,06071,601332,002019,2004,2,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037670701,205,Rancho Palos Verdes,28901 S. Western Ave. #243,90275,Rancho Palos Verdes,CA,33.756457,-118.310414,1,range_interpolation,28901,S Western Ave,Rancho Palos Verdes,CA,Los Angeles County,90275,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,659514,670701,3001,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037670602,206,Rancho Palos Verdes,31176 Hawthorne Blvd.,90275,Rancho Palos Verdes,CA,33.749325,-118.407096,1,range_interpolation,31176,Hawthorne Blvd,Rancho Palos Verdes,CA,Los Angeles County,90275,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,659514,670602,2018,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059032054,207,Rancho Santa Margarita,30652 Santa Margarita Pkwy. Suite F102,92688,Rcho Santa Margarita,CA,33.642394,-117.595404,0.9,rooftop,30652,Santa Margarita Pk Rancho,Rancho Santa Margarita,CA,Orange County,92688,US,Orange County,2015,6,06059,659587,032054,1013,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06089010803,208,Redding,845 Browning St.,96003,Redding,CA,40.592328,-122.357198,1,rooftop,845,Browning St,Redding,CA,Shasta County,96003,US,Shasta County,2015,6,06089,659920,010803,3039,3,"Redding, CA",39820,metropolitan,"Redding-Red Bluff, CA",454
14000US06071008002,209,Redlands,552 Orange Street Plaza,92374,Redlands,CA,34.060625,-117.18117,0.9,rooftop,552,Orange St,Redlands,CA,San Bernardino County,92373,US,San Bernardino County,2015,6,06071,659962,008002,6055,6,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037621326,210,Redondo Beach,1761 S. Elena Avenue,90277,Redondo Bch.,CA,33.817444,-118.386068,1,range_interpolation,1761,S Elena Ave,Redondo Beach,CA,Los Angeles County,90277,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,660018,621326,1007,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06065031100,211,Riverside,6225 Riverside Plaza,92506,Riverside,CA,33.955583,-117.388254,0.6,rooftop,6225,Riverside Ave,Riverside,CA,Riverside County,92506,US,City of Riverside,2015,6,06065,662000,031100,5021,5,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06061020806,212,Roseville,1117 Roseville Square,95678,Roseville,CA,38.746203,-121.274888,1,rooftop,1117,Roseville Sq,Roseville,CA,Placer County,95678,US,County of Placer,2015,6,06061,662938,020806,1019,1,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06067001600,213,Sacramento (Folsom Blvd.),5000 Folsom Blvd.,95819,Sacramento,CA,38.56047,-121.444738,1,rooftop,5000,Folsom Blvd,Sacramento,CA,Sacramento County,95819,US,Secramento County,2015,6,06067,664000,001600,5010,5,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06067006101,214,Sacramento (Fulton & Marconi),2625 Marconi Avenue,95821,Sacramento,CA,38.618137,-121.401184,1,range_interpolation,2625,Marconi Ave,Sacramento,CA,Sacramento County,95821,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06067,664000,006101,3010,3,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06081609300,215,San Carlos,1482 El Camino Real,94070,San Carlos,CA,37.496655,-122.24823,1,rooftop,1482,State Highway 82,San Carlos,CA,San Mateo County,94070,US,San Mateo County,2015,6,06081,665070,609300,1003,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06059042111,216,San Clemente,"638 Camino DeLosMares, Sp.#115-G",92673,San Clemente,CA,33.459745,-117.625076,0.33,place,0,0,San Clemente,CA,Orange County,92673,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,665084,042111,1000,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06073000600,217,San Diego (Hillcrest),1090 University Ste. G100-107,92103,San Diego,CA,32.74913,-117.154437,1,rooftop,1090,University Ave,San Diego,CA,San Diego County,92103,US,San Diego Geographic Information Source - JPA,2015,6,06073,666000,000600,3006,3,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06073021400,218,San Diego (Point Loma),"2401 Truxtun Rd., Ste. 100",92106,San Diego,CA,32.736082,-117.217403,1,range_interpolation,2401,Truxtun Rd,San Diego,CA,San Diego County,92106,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06073,666000,021400,1016,1,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06073007910,219,San Diego (Pacific Beach),1211 Garnet Avenue,92109,San Diego,CA,32.798081,-117.247831,1,rooftop,1211,Garnet Ave,San Diego,CA,San Diego County,92109,US,San Diego Geographic Information Source - JPA,2015,6,06073,666000,007910,2000,2,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06073017055,220,San Diego (Carmel Mtn. Ranch),11955 Carmel Mtn. Rd. #702,92128,San Diego,CA,32.981984,-117.075103,1,rooftop,11955,Carmel Mountain Rd,San Diego,CA,San Diego County,92128,US,San Diego Geographic Information Source - JPA,2015,6,06073,666000,017055,2001,2,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06073017022,221,San Diego (Scripps Ranch),9850 Hibert Street,92131,San Diego,CA,32.914322,-117.115159,1,rooftop,9850,Hibert St,San Diego,CA,San Diego County,92131,US,San Diego Geographic Information Source - JPA,2015,6,06073,666000,017022,6003,6,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06037401312,222,San Dimas,856 Arrow Hwy. “C” Target Center,91773,San Dimas,CA,34.106474,-117.823909,1,range_interpolation,856,W Arrow Hwy,San Dimas,CA,Los Angeles County,91773,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,666070,401312,1003,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06075015400,223,San Francisco (Masonic Ave.),3 Masonic Avenue,94118,San Francisco,CA,37.783356,-122.447755,1,rooftop,3,Masonic Ave,San Francisco,CA,San Francisco County,94118,US,San Francisco,2015,6,06075,667000,015400,3002,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06075011100,224,San Francisco (Nob Hill),1095 Hyde St,94109,San Francisco,CA,37.790616,-122.417821,1,rooftop,1095,Hyde St,San Francisco,CA,San Francisco County,94109,US,San Francisco,2015,6,06075,667000,011100,2002,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06075010100,225,San Francisco (North Beach),401 Bay Street,94133,San Francisco,CA,37.805431,-122.413884,1,rooftop,401,Bay St,San Francisco,CA,San Francisco County,94133,US,San Francisco,2015,6,06075,667000,010100,2006,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06075033201,226,San Francisco (Stonestown),265 Winston Dr.,94132,San Francisco,CA,37.726511,-122.476179,1,rooftop,265,Winston Dr,San Francisco,CA,San Francisco County,94132,US,San Francisco,2015,6,06075,667000,033201,1006,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037480011,227,San Gabriel,7260 N. Rosemead Blvd.,91775,San Gabriel,CA,34.129478,-118.072885,0.8,rooftop,7260,Rosemead Blvd,San Gabriel,CA,Los Angeles County,91775,US,Los Angeles County,2015,6,06037,667042,480011,1001,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085500300,228,San Jose (Coleman Ave),635 Coleman Ave.,95110,San Jose,CA,37.341978,-121.910672,1,range_interpolation,635,Coleman Ave,San Jose,CA,Santa Clara County,95110,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06085,668000,500300,1033,1,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06085502910,229,San Jose (Old Almaden),5353 Almaden Expressway #J-38,95118,San Jose,CA,37.254045,-121.878211,1,rooftop,5353,Almaden Ex,San Jose,CA,Santa Clara County,95118,US,City of San Jose,2015,6,06085,668000,502910,3000,3,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06085506202,230,San Jose (Westgate West),5269 Prospect,95129,San Jose,CA,37.292388,-121.995782,1,range_interpolation,5269,Prospect Rd,San Jose,CA,Santa Clara County,95129,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06085,668000,506202,3001,3,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06079011503,231,San Luis Obispo,3977 Higuera Street,93401,San Luis Obispo,CA,35.245065,-120.673444,1,rooftop,3977,S Higuera St,San Luis Obispo,CA,San Luis Obispo County,93401,US,San Luis Obispo County,2015,6,06079,668154,011503,2029,2,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,metropolitan,0,0
14000US06081605900,232,San Mateo (Grant Street),1820-22 S. Grant Street,94402,San Mateo,CA,37.571418,-122.337402,0.9,range_interpolation,22,S Grant St,San Mateo,CA,San Mateo County,94401,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06081,668252,605900,1012,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06081607200,233,San Mateo (Hillsdale),45 W Hillsdale Blvd,94403,San Mateo,CA,37.536082,-122.298614,1,range_interpolation,45,W Hillsdale Blvd,San Mateo,CA,San Mateo County,94403,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06081,668252,607200,1003,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06041110100,234,San Rafael,337 Third Street,94901,San Rafael,CA,37.969614,-122.516382,1,rooftop,337,3rd St,San Rafael,CA,Marin County,94901,US,Marin County,2015,6,06041,668364,110100,3027,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06059074006,235,Santa Ana,3329 South Bristol Street,92704,Santa Ana,CA,33.703343,-117.885486,1,range_interpolation,3329,S Bristol St,Santa Ana,CA,Orange County,92704,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,669000,074006,1002,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06083000804,236,Santa Barbara (S. Milpas St.),29 S. Milpas Street,93103,Santa Barbara,CA,34.421458,-119.678494,1,range_interpolation,29,S Milpas St,Santa Barbara,CA,Santa Barbara County,93103,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06083,669070,000804,4016,4,"Santa Maria-Santa Barbara, CA",42200,metropolitan,0,0
14000US06071005200,237,Santa Barbara (De La Vina),3025 De La Vina,93105,Santa Barbara,CA,34.146494,-117.291429,0.8,rooftop,3025,N D St,San Bernardino,CA,San Bernardino County,92405,US,San Bernardino County,2015,6,06071,665000,005200,4011,4,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06087100700,238,Santa Cruz,700 Front Street,95060,Santa Cruz,CA,36.974557,-122.024315,1,rooftop,700,Front St,Santa Cruz,CA,Santa Cruz County,95060,US,City of Santa Cruz,2015,6,06087,669112,100700,2017,2,"Santa Cruz-Watsonville, CA",42100,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06083002103,239,Santa Maria,1303 S. Bradley Road,93454,Santa Maria,CA,34.937664,-120.420886,1,rooftop,1303,S Bradley Rd,Santa Maria,CA,Santa Barbara County,93454,US,Santa Barbara County,2015,6,06083,669196,002103,3012,3,"Santa Maria-Santa Barbara, CA",42200,metropolitan,0,0
14000US06037702300,240,Santa Monica,3212 Pico Blvd.,90405,Santa Monica,CA,34.02637,-118.455986,1,range_interpolation,3212,Pico Blvd,Santa Monica,CA,Los Angeles County,90405,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,670000,702300,1004,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06097152801,241,Santa Rosa (Cleveland Ave.),3225 Cleveland Avenue,95403,Santa Rosa,CA,38.473586,-122.732164,1,rooftop,3225,Cleveland Ave,Santa Rosa,CA,Sonoma County,95403,US,Sonoma County,2015,6,06097,670098,152801,1026,1,"Santa Rosa, CA",42220,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06097151402,242,Santa Rosa (Santa Rosa Ave.),2100 Santa Rosa Ave.,95407,Santa Rosa,CA,38.417485,-122.712113,1,rooftop,2100,Santa Rosa Ave,Santa Rosa,CA,Sonoma County,95407,US,Sonoma County,2015,6,06097,670098,151402,1030,1,"Santa Rosa, CA",42220,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037128702,243,Sherman Oaks,14119 Riverside Drive,91423,Sherman Oaks,CA,34.157773,-118.440603,1,rooftop,14119,Riverside Dr,Sherman Oaks,CA,Los Angeles County,91423,US,Los Angeles County,2015,6,06037,671470,128702,3000,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06111008101,244,Simi Valley,2975-A Cochran St.,93065,Simi Valley,CA,34.281006,-118.738655,0.9,rooftop,2975,Cochran St,Simi Valley,CA,Ventura County,93065,US,Ventura,2015,6,06111,672016,008101,1006,1,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037480703,245,South Pasadena,613 Mission Street,91030,South Pasadena,CA,34.115388,-118.162917,1,rooftop,613,Mission St,South Pasadena,CA,Los Angeles County,91030,US,Los Angeles County,2015,6,06037,673220,480703,1000,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06081601902,246,South San Francisco,301 McLellan Dr.,94080,So. San Francisco,CA,37.663548,-122.445998,0.7,street_center,0,McLellan Dr,South San Francisco,CA,San Mateo County,94080,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06081,673262,601902,1002,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06077003110,247,Stockton,6535 Pacific Avenue,95207,Stockton,CA,38.009578,-121.320097,1,range_interpolation,6535,Pacific Ave,Stockton,CA,San Joaquin County,95207,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06077,675000,003110,1012,1,"Stockton-Lodi, CA",44700,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037143800,248,Studio City,11976 Ventura Blvd.,91604,Studio City,CA,34.143412,-118.392915,1,rooftop,11976,Ventura Blvd,Studio City,CA,Los Angeles County,91604,US,Los Angeles County,2015,6,06037,675434,143800,3001,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085508404,249,Sunnyvale,316 West El Camino Real,94087,Sunnyvale,CA,37.368167,-122.036102,1,rooftop,316,W El Camino Real,Sunnyvale,CA,Santa Clara County,94087,US,Santa Clara County,2015,6,06085,677000,508404,1000,1,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06065049600,250,Temecula,"40665 Winchester Rd., Bldg. B, Ste. 4-6",92591,Temecula,CA,33.528864,-117.156104,1,rooftop,40665,Winchester Rd,Temecula,CA,Riverside County,92591,US,City of Temecula,2015,6,06065,678120,049600,3012,3,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06079012704,251,Templeton,1111 Rossi Road,93465,Templeton,CA,35.541963,-120.71516,1,rooftop,1111,Rossi Rd,Templeton,CA,San Luis Obispo County,93465,US,San Luis Obispo County,2015,6,06079,678162,012704,1004,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,metropolitan,0,0
14000US06111006302,252,Thousand Oaks,451 Avenida De Los Arboles,91360,Thousand Oaks,CA,34.218736,-118.869047,1,rooftop,451,Avenida De Los Arboles,Thousand Oaks,CA,Ventura County,91360,US,Ventura,2015,6,06111,678582,006302,2015,2,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037143100,253,Toluca Lake,10130 Riverside Drive,91602,Toluca Lake,CA,34.151963,-118.351806,1,rooftop,10130,Riverside Dr,North Hollywood,CA,Los Angeles County,91602,US,Los Angeles County,2015,6,06037,651952,143100,1004,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037650401,254,Torrance (Hawthorne Blvd.),19720 Hawthorne Blvd.,90503,Torrance,CA,33.852212,-118.353108,1,rooftop,19720,Hawthorne Blvd,Torrance,CA,Los Angeles County,90503,US,Los Angeles County,2015,6,06037,680000,650401,1040,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037651101,255,Torrance (Rolling Hills Plaza),2545 Pacific Coast Highway,90505,Torrance,CA,33.790859,-118.330187,1,rooftop,2545,Pacific Coast Hwy,Torrance,CA,Los Angeles County,90505,US,Los Angeles County,2015,6,06037,680000,651101,2058,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037920112,256,Valencia,26517 Bouquet Canyon Rd,91350,Santa Clarita,CA,34.428603,-118.536282,1,range_interpolation,26517,Bouquet Canyon Rd,Santa Clarita,CA,Los Angeles County,91350,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,669088,920112,1011,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06111001502,257,Ventura,1795 S. Victoria Avenue,93003,Ventura,CA,34.257257,-119.211713,1,rooftop,1795,S Victoria Ave,Ventura,CA,Ventura County,93003,US,Ventura,2015,6,06111,682282,001502,2000,2,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06111002700,258,Ventura - Midtown,103 S. Mills Road Suite 104,93003,Ventura,CA,34.271496,-119.248909,1,rooftop,103,S Mills Rd,Ventura,CA,Ventura County,93003,US,Ventura,2015,6,06111,682282,002700,1010,1,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
